Number,Journal tittle ,Platform,Indexed on Google Scholar,Indexed on Scopus,Idexed on Google Scholar and Scopus,Indexed on at least one platform,Open Access Journal,Journal listed in the Directory of Open Access (DOAJ),Present on International Standard Serial Number (ISSN) portal,The publisher is a member of Committee on publication Ethics (COPE),Online publisher based in Africa,Hosted on INASP'S Journal online
1094,TricTrac: Journal of World Mythology and Folklore,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1095,Tydskrif vir Geesteswetenskappe,SABINET Journal repository,1,1,1,1,0,0,1,0,1,0
1096,Tydskrif vir Nederlands en Afrikaans,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1097,Ubisi Mail,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
1098,Ubuntu : Journal of Conflict and Social Transformation,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1099,Unisa Psychologia,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1100,Universitas,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1101,Veeplaas,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1102,Veld & Flora,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1103,Verbum et Ecclesia,SABINET Journal repository,1,1,1,1,0,0,1,1,1,0
1104,Vir die Musiekleier,SABINET Journal repository,0,0,0,0,1,0,1,0,1,0
1105,WAJIBU,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1106,Walia,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1107,Water Wheel,SABINET Journal repository,1,1,1,1,1,0,1,0,1,0
1108,Water&Sanitation Africa,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1109,Without Prejudice,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1110,Wits Journal of Clinical Medicine,SABINET Journal repository,1,0,0,1,1,0,1,0,1,0
1111,Wolboer / Wool Farmer,SABINET Journal repository,1,0,0,1,0,0,1,0,1,0
1112,Word and Action = Woord en Daad,SABINET Journal repository,0,0,0,0,0,0,0,0,1,0
1113,Wound Healing Southern Africa,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1114,Yearbook of South African Law,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1115,Zambia Library Association Journal,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
1116,Zimbabwe Law Journal,SABINET Journal repository,0,0,0,0,0,0,1,0,1,0
